event,flag,NEG,DT,SP,CI,HID,NEG_null,CX_dev,CX_dev_null,CX_dev_negexp,CX_w1,CX_w1_null,CX_evph,EX_eval,EX_eval_null,EX_devph,all_both,both_exp,xs_dev,xs_eval,pos_recall
mw_checkthrough,symtop_G3,8,0,3,0,2,0,520,11,396.0,418,13,411,578,17,441,8,4.6,124.0,561,0.008
mw_checkthrough,symtop_G6,0,0,0,0,0,0,27,0,0.0,7,0,14,18,0,9,0,0.0,27.0,18,0.0
mw_checkthrough,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0.0,0.0,1,0.0
mw_checkthrough,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_checkthrough,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_checkthrough,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_checkthrough,deficit_10,2,6,0,0,2,0,101,13,99.0,43,5,67,104,12,44,0,0.1,2.0,92,0.014
mw_checkthrough,deficit_16,0,1,0,0,0,0,6,1,0.0,2,1,2,4,0,4,0,0.0,5.0,4,0.002
mw_checkthrough,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_strongcheck,dirtop_G6,0,0,2,0,0,1,0,4,0.0,0,4,1,1,4,0,0,0.0,-4.0,-3,0.005
mw_strongcheck,dirtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_strongcheck,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_strongcheck,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_strongcheck,symtop_G3,0,0,4,0,0,0,0,1,0.0,0,0,0,1,0,0,0,0.0,-1.0,1,0.01
mw_strongcheck,symtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_strongcheck,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_strongcheck,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_strongcheck,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_strongcheck,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_strongcheck,deficit_10,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,-1.0,0,0.0
mw_strongcheck,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_strongcheck,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_strongcheck,dirtop_G6,0,2,10,0,2,1,27,26,0.0,8,10,11,17,24,12,0,0.0,1.0,-7,0.03
hu_strongcheck,dirtop_G10,0,0,3,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0.0,0.0,-2,0.008
hu_strongcheck,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_strongcheck,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_strongcheck,symtop_G3,0,0,12,0,2,0,2,2,0.0,2,3,2,5,3,2,0,0.0,0.0,2,0.03
hu_strongcheck,symtop_G6,0,0,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.008
hu_strongcheck,symtop_G10,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.003
hu_strongcheck,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_strongcheck,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_strongcheck,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_strongcheck,deficit_10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_strongcheck,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_strongcheck,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_bet,dirtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_bet,dirtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_bet,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_bet,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_bet,symtop_G3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_bet,symtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_bet,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_bet,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_bet,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_bet,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_bet,deficit_10,0,0,8,0,1,0,1,2,0.0,1,1,1,0,2,1,0,0.0,-1.0,-2,0.02
hu_bet,deficit_16,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.003
hu_bet,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_fold,dirtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0.0,0.0,-1,0.0
hu_fold,dirtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_fold,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_fold,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_fold,symtop_G3,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0.0,0.0,1,0.0
hu_fold,symtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_fold,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_fold,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_fold,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_fold,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_fold,deficit_10,1,15,0,0,4,0,12,2,49.5,8,1,6,8,3,9,0,0.0,-37.5,5,0.034
hu_fold,deficit_16,0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.005
hu_fold,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_raise,dirtop_G6,7,23,0,0,11,3,296,259,346.5,225,192,187,339,285,231,3,1.3,-50.5,54,0.052
hu_raise,dirtop_G10,0,8,0,0,2,1,22,18,0.0,7,14,14,30,13,12,0,0.0,4.0,17,0.018
hu_raise,dirtop_G16,0,3,0,0,0,0,1,1,0.0,0,1,2,3,1,0,0,0.0,0.0,2,0.007
hu_raise,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_raise,symtop_G3,3,0,0,0,1,1,76,31,148.5,75,19,59,76,40,69,0,0.1,-72.5,36,0.0
hu_raise,symtop_G6,0,0,0,0,0,0,4,1,0.0,2,0,3,3,1,2,0,0.0,3.0,2,0.0
hu_raise,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_raise,gmax_16,0,3,0,0,0,0,1,1,0.0,0,1,2,3,1,0,0,0.0,0.0,2,0.007
hu_raise,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_raise,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_raise,deficit_10,0,2,0,0,0,0,0,1,0.0,0,0,0,0,3,1,0,0.0,-1.0,-3,0.005
hu_raise,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
hu_raise,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
flow,dirtop_G6,15,47,19,10,22,9,624,643,742.4,616,642,599,637,741,695,12,13.2,-118.39999999999998,-104,0.19
flow,dirtop_G10,3,33,3,2,11,2,88,92,148.5,91,83,81,101,125,99,0,0.3,-60.5,-24,0.089
flow,dirtop_G16,0,10,0,0,5,0,6,3,0.0,2,3,1,3,9,1,0,0.0,3.0,-6,0.023
flow,dirtop_G25,0,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0.0,0.0,-1,0.002
flow,symtop_G3,0,2,7,3,4,4,14,21,0.0,16,24,20,21,23,15,0,0.0,-7.0,-2,0.033
flow,symtop_G6,0,0,1,0,1,0,1,1,0.0,2,0,0,1,3,2,0,0.0,0.0,-2,0.003
flow,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
flow,gmax_16,0,10,0,0,5,0,6,3,0.0,2,3,1,3,9,1,0,0.0,3.0,-6,0.023
flow,gmax_25,0,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0.0,0.0,-1,0.002
flow,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
flow,deficit_10,8,0,0,0,1,5,259,290,396.0,181,268,161,256,310,190,1,0.8,-137.0,-54,0.0
flow,deficit_16,1,0,0,0,0,0,13,10,49.5,3,19,6,10,12,5,0,0.0,-36.5,-2,0.0
flow,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
flow_big,dirtop_G6,29,117,8,11,42,23,1187,1241,1435.4,1198,1281,1095,1469,1522,1300,53,42.9,-248.4000000000001,-53,0.324
flow_big,dirtop_G10,4,103,3,1,30,5,200,243,198.0,227,272,210,286,341,255,5,2.3,-43.0,-55,0.243
flow_big,dirtop_G16,0,81,0,0,21,0,15,19,0.0,27,31,27,48,38,25,1,0.1,-4.0,10,0.182
flow_big,dirtop_G25,0,48,0,0,14,0,0,1,0.0,2,1,1,2,1,1,0,0.0,-1.0,1,0.108
flow_big,symtop_G3,1,12,1,2,5,1,51,57,49.5,50,57,52,79,76,53,0,0.1,-6.0,3,0.037
flow_big,symtop_G6,0,3,0,0,2,0,4,11,0.0,4,12,6,6,8,7,0,0.0,-7.0,-2,0.007
flow_big,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0.0,0.0,-1,0.0
flow_big,gmax_16,0,81,0,0,21,0,15,19,0.0,28,33,27,50,38,25,1,0.1,-4.0,12,0.182
flow_big,gmax_25,0,48,0,0,14,0,0,1,0.0,2,1,1,2,1,1,0,0.0,-1.0,1,0.108
flow_big,gmax_40,0,15,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.034
flow_big,deficit_10,0,0,0,0,0,0,9,11,0.0,8,7,5,12,15,9,0,0.0,-2.0,-3,0.0
flow_big,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
flow_big,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
imp5,dirtop_G6,19,119,17,36,52,17,816,956,940.4,938,996,813,1012,1191,994,24,26.4,-140.0,-179,0.441
imp5,dirtop_G10,2,110,5,21,33,2,140,144,99.0,132,158,125,177,226,149,0,1.2,-4.0,-49,0.336
imp5,dirtop_G16,0,84,0,6,24,0,10,14,0.0,9,10,7,11,16,10,0,0.1,-4.0,-5,0.211
imp5,dirtop_G25,0,49,0,0,15,0,0,1,0.0,0,0,0,0,0,0,0,0.0,-1.0,0,0.11
imp5,symtop_G3,7,95,8,24,36,1,386,47,346.5,425,53,441,444,52,475,2,7.1,39.5,392,0.321
imp5,symtop_G6,2,86,2,12,30,0,85,5,99.0,97,2,97,113,3,104,0,0.7,-14.0,110,0.242
imp5,symtop_G10,0,67,0,6,22,0,10,0,0.0,8,0,9,14,0,11,0,0.1,10.0,14,0.173
imp5,gmax_16,0,84,0,6,24,0,10,15,0.0,10,10,7,11,16,10,0,0.1,-5.0,-5,0.211
imp5,gmax_25,0,49,0,0,15,0,0,1,0.0,0,0,0,0,0,0,0,0.0,-1.0,0,0.11
imp5,gmax_40,0,23,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.052
imp5,deficit_10,4,0,0,0,1,1,470,139,198.0,264,105,300,517,155,249,4,1.8,272.0,362,0.0
imp5,deficit_16,0,0,0,0,0,0,25,7,0.0,14,1,8,13,3,11,0,0.0,18.0,10,0.0
imp5,deficit_25,0,0,0,0,0,0,1,0,0.0,0,0,0,1,0,0,0,0.0,1.0,1,0.0
both_sd,dirtop_G6,2,32,4,1,13,10,123,245,99.0,97,203,84,128,302,104,0,0.3,-122.0,-174,0.086
both_sd,dirtop_G10,0,16,2,0,5,1,5,12,0.0,3,17,6,9,25,7,0,0.0,-7.0,-16,0.041
both_sd,dirtop_G16,0,4,0,0,1,0,0,0,0.0,0,0,0,0,3,0,0,0.0,0.0,-3,0.009
both_sd,dirtop_G25,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.002
both_sd,symtop_G3,22,44,8,4,20,0,932,22,1088.9,907,19,806,1106,29,924,23,21.2,-156.9000000000001,1077,0.134
both_sd,symtop_G6,2,32,4,1,13,0,123,0,99.0,97,0,84,128,0,104,0,0.3,24.0,128,0.086
both_sd,symtop_G10,0,16,2,0,5,0,5,0,0.0,3,0,6,9,0,7,0,0.0,5.0,9,0.041
both_sd,gmax_16,0,4,0,0,1,0,0,0,0.0,0,0,0,0,3,0,0,0.0,0.0,-3,0.009
both_sd,gmax_25,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.002
both_sd,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
both_sd,deficit_10,5,0,0,1,1,1,322,38,247.5,207,25,188,334,29,203,2,0.9,74.5,305,0.004
both_sd,deficit_16,1,0,0,0,0,0,23,1,49.5,8,1,12,20,0,9,0,0.0,-26.5,20,0.0
both_sd,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
foldpost_Ysd,dirtop_G6,6,1,3,1,2,13,634,866,297.0,545,793,478,633,960,538,12,7.3,-232.0,-327,0.013
foldpost_Ysd,dirtop_G10,0,0,0,0,0,0,59,120,0.0,51,89,48,57,134,51,0,0.1,-61.0,-77,0.0
foldpost_Ysd,dirtop_G16,0,0,0,0,0,0,1,6,0.0,0,1,1,2,11,0,0,0.0,-5.0,-9,0.0
foldpost_Ysd,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0.0,0.0,-1,0.0
foldpost_Ysd,symtop_G3,0,0,0,0,0,1,21,57,0.0,17,63,18,32,49,14,0,0.0,-36.0,-17,0.0
foldpost_Ysd,symtop_G6,0,0,0,0,0,0,0,3,0.0,0,2,0,0,1,0,0,0.0,-3.0,-1,0.0
foldpost_Ysd,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
foldpost_Ysd,gmax_16,0,0,0,0,0,0,1,6,0.0,0,1,1,2,11,0,0,0.0,-5.0,-9,0.0
foldpost_Ysd,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0.0,0.0,-1,0.0
foldpost_Ysd,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
foldpost_Ysd,deficit_10,0,1,0,0,1,0,3,9,0.0,3,6,0,1,5,3,0,0.0,-6.0,-4,0.002
foldpost_Ysd,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
foldpost_Ysd,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
betfold_Y,dirtop_G6,0,0,0,0,0,0,2,3,0.0,1,2,3,5,3,1,0,0.0,-1.0,2,0.0
betfold_Y,dirtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
betfold_Y,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
betfold_Y,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
betfold_Y,symtop_G3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
betfold_Y,symtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
betfold_Y,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
betfold_Y,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
betfold_Y,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
betfold_Y,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
betfold_Y,deficit_10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
betfold_Y,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
betfold_Y,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pot3_Ywins,dirtop_G6,5,12,1,1,3,3,138,181,247.5,78,130,75,141,215,81,1,0.2,-109.5,-74,0.033
pot3_Ywins,dirtop_G10,1,2,0,0,0,0,3,7,49.5,1,5,2,1,8,2,0,0.0,-46.5,-7,0.005
pot3_Ywins,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pot3_Ywins,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pot3_Ywins,symtop_G3,0,0,0,0,0,0,1,19,0.0,0,11,0,0,17,0,0,0.0,-18.0,-17,0.0
pot3_Ywins,symtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pot3_Ywins,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pot3_Ywins,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pot3_Ywins,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pot3_Ywins,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pot3_Ywins,deficit_10,0,0,0,0,0,1,4,8,0.0,0,1,3,4,5,0,0,0.0,-4.0,-1,0.0
pot3_Ywins,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pot3_Ywins,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
cojoin,dirtop_G6,0,0,0,0,0,7,68,206,0.0,34,154,40,61,214,34,0,0.0,-138.0,-153,0.0
cojoin,dirtop_G10,0,0,0,0,0,0,1,7,0.0,2,6,0,2,5,1,0,0.0,-6.0,-3,0.0
cojoin,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
cojoin,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
cojoin,symtop_G3,3,0,0,0,1,1,230,21,148.5,179,17,182,230,12,180,0,0.9,81.5,218,0.0
cojoin,symtop_G6,0,0,0,0,0,0,5,0,0.0,5,0,3,6,0,4,0,0.0,5.0,6,0.0
cojoin,symtop_G10,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0.0,0.0,0,0.0
cojoin,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
cojoin,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
cojoin,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
cojoin,deficit_10,0,0,0,0,0,0,8,4,0.0,0,0,1,1,1,0,0,0.0,4.0,0,0.0
cojoin,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
cojoin,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
coleave,dirtop_G6,1,1,0,0,0,5,71,196,49.5,46,167,29,55,207,42,0,0.0,-125.0,-152,0.002
coleave,dirtop_G10,0,0,0,0,0,0,2,9,0.0,0,7,0,1,9,0,0,0.0,-7.0,-8,0.0
coleave,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
coleave,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
coleave,symtop_G3,3,1,0,0,1,0,228,14,148.5,187,25,171,230,16,200,1,0.9,79.5,214,0.002
coleave,symtop_G6,0,0,0,0,0,0,12,1,0.0,10,0,1,5,0,9,0,0.0,11.0,5,0.0
coleave,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
coleave,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
coleave,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
coleave,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
coleave,deficit_10,0,0,0,0,0,0,17,5,0.0,0,1,1,1,1,0,0,0.0,12.0,0,0.0
coleave,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
coleave,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
sd_win_vsY,dirtop_G6,0,7,1,0,1,0,3,2,0.0,2,2,0,1,1,1,0,0.0,1.0,0,0.018
sd_win_vsY,dirtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
sd_win_vsY,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
sd_win_vsY,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
sd_win_vsY,symtop_G3,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0.0,0.0,-1,0.0
sd_win_vsY,symtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
sd_win_vsY,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
sd_win_vsY,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
sd_win_vsY,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
sd_win_vsY,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
sd_win_vsY,deficit_10,0,0,0,0,0,1,0,1,0.0,0,1,1,1,0,0,0,0.0,-1.0,1,0.0
sd_win_vsY,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
sd_win_vsY,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
call_Yallin,dirtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
call_Yallin,dirtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
call_Yallin,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
call_Yallin,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
call_Yallin,symtop_G3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
call_Yallin,symtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
call_Yallin,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
call_Yallin,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
call_Yallin,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
call_Yallin,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
call_Yallin,deficit_10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
call_Yallin,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
call_Yallin,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
foldeq50_Yactive,dirtop_G6,3,43,1,1,9,4,168,220,148.5,142,163,110,199,243,142,2,0.5,-52.0,-44,0.103
foldeq50_Yactive,dirtop_G10,1,17,0,0,3,0,13,10,49.5,7,7,4,12,14,9,0,0.0,-36.5,-2,0.038
foldeq50_Yactive,dirtop_G16,0,2,0,0,1,0,1,0,0.0,0,0,0,0,0,1,0,0.0,1.0,0,0.005
foldeq50_Yactive,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
foldeq50_Yactive,symtop_G3,0,1,0,0,0,0,13,20,0.0,9,15,7,20,19,6,0,0.0,-7.0,1,0.002
foldeq50_Yactive,symtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,1,2,0,0,0.0,0.0,-1,0.0
